ID,COMP1,COMP2,HVTYPE,KIJSRK,KIJTSRK,KIJTType,KIJPR,KIJTPR,KIJPCSAFT,HVALPHA,HVGIJ,HVGJI,CalcWij,W1,W2,W3,WSTYPE,KIJWS,NRTLALPHA,NRTLGIJ,NRTLGJI,GIJVISC,HVGIJT,HVGJIT,WSGIJT,WSGJIT,cpakij_SRK,cpakijT_SRK,cpakijx_SRK,cpakjix_SRK,cpakij_PR,KIJWSunifac,aijDesMath,bijDesMath,cpaAssosiationType,cpaBetaCross,cpaEpsCross,KIJWhitsonSoriede
7079,methanol,CO2,HV,0.0148,0,0,0.023,0,0,0.68,-92.26,-546.3,0,0,0,0,WS,0.5,0.395,3307,276,0,0.97,5,0,0,0.068,0,0.068,0.068,0,0,0,0,1,0.0386,0,0
7080,ethanol,CO2,HV,0.5,0,0,0.5,0,0,0.395,3307,276,0,0,0,0,WS,0.5,0.395,3307,276,0,0,0,0,0,0.1131,0,0.1131,0.1131,0,0,0,0,1,0.0627,0,0
7081,MEG,CO2,Classic,0.2,0,0,0.2,0,0,0.3656,2063,601.7,0,0,0,0,Classic,0.2,0.3656,2063,601.7,0,0,0,0,0,-0.028353,0.00062,-0.028353,-0.028353,0,0,0,0,1,0.055,0,0
7082,DEG,CO2,Classic,0.2,0,0,0.2,0,0,0.3656,2063,601.7,0,0,0,0,Classic,0.2,0.3656,2063,601.7,0,0,0,0,0,-0.2674,0.0014,-0.2674,-0.2674,0,0,0,0,1,0.085,0,0
7083,TEG,CO2,Classic,0.2,0,0,0.2,0,0,0.3656,2063,601.7,0,0,0,0,Classic,0.2,0.3656,2063,601.7,0,0,0,0,0,0.0157,0.0004,0.0157,0.0157,0,0,0,0,1,0.085,0,0
7084,NaCl,CO2,HV,2.1,0,0,2.1,0,0,-0.007,0.07,3087,0,0,0,0,WS,2.1,-0.007,0.07,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,KCl,CO2,HV,1.79,0,0,1.79,0,0,-0.1218,1865,1137,0,0,0,0,WS,1.79,-0.1218,1865,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7086,CaCl2,CO2,HV,2.23,0,0,2.23,0,0,-0.111,628,1721,0,0,0,0,WS,2.23,-0.111,628,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7087,HCOONa,CO2,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0
7088,HCOOK,CO2,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0
7089,HCOOCs,CO2,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0
7090,helium,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,hydrogen,CO2,Classic,0.0362,0,0,0.0362,0,0,0,0,0,0,0,0,0,Classic,0.0362,0,0,0,0,0,0,0,0,0.0362,0,0.0362,0.0362,0.0362,0,0,0,0,0,0,0
7093,argon,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7094,oxygen,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,H2S,CO2,Classic,0.102,0,0,0.12,0,0,0,0,0,0,0,0,0,Classic,0.12,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,0,0,0,0,0,0
7097,propane,CO2,Classic,0.1018,0,0,0.13500001,0,0,0,0,0,0,0,0,0,Classic,0.12,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,0,0,0,0,0,0
7098,c-propane,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7099,i-butane,CO2,Classic,0.13680001,0,0,0.12980001,0,0,0,0,0,0,0,0,0,Classic,0.12,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,0,0,0,0,0,0
7100,n-butane,CO2,Classic,0.1474,0,0,0.12980001,0,0,0,0,0,0,0,0,0,Classic,0.12,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,0,0,0,0,0,0
7101,"2,2-diomC3",CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7102,c-C4,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7103,i-pentane,CO2,Classic,0.12970001,0,0,0.125,0,0,0,0,0,0,0,0,0,Classic,0.12,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,0,0,0,0,0,0
7104,n-pentane,CO2,Classic,0.1278,0,0,0.125,0,0,0,0,0,0,0,0,0,Classic,0.12,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,0,0,0,0,0,0
7105,c-pentane,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7106,"2,2-dim-C4",CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7107,"2,3-dimC4",CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7108,2-m-C5,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7109,3-m-C5,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7110,n-hexane,CO2,Classic,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,Classic,0.12,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,0,0,0,0,0,0
7112,m-c-C5,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7113,benzene,CO2,Classic,0.076700001,0,0,0.081,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7114,c-hexane,CO2,Classic,0.1087,0,0,0.1087,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7115,223-tm-C4,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7116,"3,3-dim-C5",CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7117,n-heptane,CO2,Classic,0.109999991,0,0,0.1,0,0,0,0,0,0,0,0,0,Classic,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0
7118,m-c-C6,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,et-c-C5,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7120,toluene,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7121,c-c7,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,11-dm-c-C6,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7123,c-c8,CO2,Classic,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,Classic,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0
7124,c-12-dmcC6,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7125,et-benzene,CO2,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126,MDEA+,CO2,Classic,1,0,0,1,0,0,0,0,0,1,-0.000166015,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.0678732,0,0,0,0,0
7127,H3O+,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7128,CO2,MDEA,Classic,0.5,0,0,0.1,0,0,0.239,3204.3057406,-2753.7379912,0,0,0,0,WS,1.6,0.3,-713,-393,0,-12.47283302,13.015037932,0,0,0.3,0,0.3,0.3,0,0,0,0,0,0,0,0
7129,HCO3-,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7130,OH-,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7131,Na+,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7132,Cl-,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7133,Ca++,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7134,Li+,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7135,Br-,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7136,NH4+,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7137,CO3--,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7138,DEACOO-,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7139,DEA,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7140,DEA+,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7141,BEA,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7142,BEA+,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7143,BEACOO-,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7144,K+,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7145,HS-,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7146,S--,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7147,I-,CO2,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7148,Mg++,CO2,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7149,Ba++,CO2,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,Sr++,CO2,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7151,water,propane,HV,0.53,0,0,0.53,0,0,0.07,-1584,3517,0,0,0,0,WS,0.53,0.122,2467,274,0,-0.44,-0.1,0,0,0.11,0,0.11,0.11,0.1135,0,0,0,0,0,0,0
7152,methanol,propane,HV,0.22,0,0,0.22,0,0,0.395,895,435,0,0,0,0,WS,0.22,0.395,895,435,0,0,0,0,0,0.026,0,0.026,0.026,0,0,0,0,0,0,0,0
7153,ethanol,propane,HV,0.22,0,0,0.22,0,0,0.395,895,435,0,0,0,0,WS,0.22,0.395,895,435,0,0,0,0,0,0.038,0,0.038,0.038,0,0,0,0,0,0,0,0
7154,MEG,propane,Classic,0.2,0,0,0.2,0,0,0.3656,2063,601.7,0,0,0,0,Classic,0.2,0.3656,2063,601.7,0,0,0,0,0,0.1132,0,0.1132,0.1132,0.1132,0,0,0,0,0,0,0
7155,DEG,propane,Classic,0.2,0,0,0.2,0,0,0.3656,2063,601.7,0,0,0,0,Classic,0.2,0.3656,2063,601.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7156,TEG,propane,Classic,0.2,0,0,0.2,0,0,0.3656,2063,601.7,0,0,0,0,Classic,0.2,0.3656,2063,601.7,0,0,0,0,0,0.13,0,0.13,0.13,0.13,0,0,0,0,0,0,0
7157,NaCl,propane,Classic,0.72,0,0,0.72,0,0,0.0592,10539,4777,0,0,0,0,Classic,0.72,0.0592,10539,4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7158,KCl,propane,Classic,1.36,0,0,1.36,0,0,0.0441,60604,7490,0,0,0,0,Classic,1.36,0.0441,60604,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,CaCl2,propane,Classic,1.18,0,0,1.18,0,0,0.0364,99000,3080,0,0,0,0,Classic,1.18,0.0364,99000,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7160,HCOONa,propane,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0
7161,HCOOK,propane,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0
7162,HCOOCs,propane,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0
7163,helium,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164,hydrogen,propane,Classic,0.0799,0,0,0.0799,0,0,0,0,0,0,0,0,0,Classic,0.0799,0,0,0,0,0,0,0,0,0.0799,0,0.0799,0.0799,0.0799,0,0,0,0,0,0,0
7165,nitrogen,propane,Classic,0.0886,0,0,0.079998,0,0,0,0,0,0,0,0,0,Classic,0.08,0,0,0,0,0,0,0,0,0.0886,0,0.0886,0.0886,0.0886,0,0,0,0,0,0,0
7166,argon,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167,oxygen,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7169,H2S,propane,Classic,0.0831,0,0,0.07,0,0,0,0,0,0,0,0,0,Classic,0.07,0,0,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,0,0,0,0,0,0,0
7171,c-propane,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7172,i-butane,propane,Classic,0.00153851,0,0,0.00153851,0,0,0,0,0,0,0,0,0,Classic,0.028532064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7173,n-butane,propane,Classic,0.00132268,0,0,0.00132268,0,0,0,0,0,0,0,0,0,Classic,0.028532064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7174,"2,2-diomC3",propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7175,c-C4,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7176,i-pentane,propane,Classic,0.00305075,0,0,0.00305075,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7177,n-pentane,propane,Classic,0.00316586,0,0,0.00316586,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7178,c-pentane,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,"2,2-dim-C4",propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7180,"2,3-dimC4",propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7181,2-m-C5,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7182,3-m-C5,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7183,n-hexane,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7185,m-c-C5,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,benzene,propane,Classic,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7187,c-hexane,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7188,223-tm-C4,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,"3,3-dim-C5",propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7190,n-heptane,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7191,m-c-C6,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,et-c-C5,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7193,toluene,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7194,c-c7,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7195,11-dm-c-C6,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7196,c-c8,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,c-12-dmcC6,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7198,et-benzene,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7199,MDEA+,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,H3O+,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7201,MDEA,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7202,HCO3-,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7203,OH-,propane,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7204,Na+,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7205,Cl-,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7206,Ca++,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7207,Li+,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7208,Br-,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7209,NH4+,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7210,CO3--,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7211,DEACOO-,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7212,DEA,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7213,DEA+,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7214,BEA,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7215,BEA+,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7216,BEACOO-,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7217,K+,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7218,HS-,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7219,S--,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7220,I-,propane,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7221,Mg++,propane,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7222,Ba++,propane,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7223,Sr++,propane,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7225,methanol,water,HV,-0.0789,0,0,-0.0789,0,0,0.357,410.67,-169.63,0,0,0,0,WS,0.093103947,0.303,-48.68,610.6,0,1.89,-1.11,0,0,-0.153,0,-0.153,-0.153,-0.153,0,0,0,0,0,0,0
7226,ethanol,water,HV,0,0,0,0,0,0,0.2245,2207.03,-2612.51,0,0,0,0,WS,0,0.3791,-268.88,885.99,0,-4.6,7.3,0,0,-0.11,0,-0.11,-0.11,-0.11,0,0,0,0,0,0,0
7227,water,MEG,HV,0,0,0,-0.0385,0,0,-0.0145,1506.3,-863.3,0,0,0,0,WS,0.407748,0.327,1229,-946.4,-0.453309318,4.11,-0.603,0,0,-0.115,0,-0.115,-0.115,-0.115,0,0,0,0,0,0,0
7228,DEG,water,HV,-0.1259,0,0,-0.1259,0,0,0.4739,-624.62,715.5,0,0,0,0,WS,-0.1259,0.4739,-624.62,715.5,0,0,0,0,0,-0.115,0,-0.115,-0.115,-0.115,0,0,0,1,0,0,0
7229,TEG,water,HV,-0.2035,0,0,-0.2035,0,0,0.1967,-2913.94,2497.41,0,0,0,0,WS,0.2035,0.3,-777,1915,0.8,0,0,0,0,-0.27,0.000441331,-0.245871147,-0.34348577,-0.27,0,0,0,1,0,0,0
